tocsin_score,simllm_score,label
0.6658329367637634,-2.380468368530273,0
0.7685244500637054,-2.6753835678100586,0
0.7243807494640351,-3.20984411239624,0
0.7182650208473206,-2.631131887435913,0
0.40593374967575074,-1.2861813306808472,0
0.6320923626422882,-1.0900429487228394,0
0.6293960809707642,-0.8975338339805603,0
0.5497294545173645,-2.2532453536987305,0
0.8026828646659852,-2.2718505859375,0
0.8131036043167115,-2.357177972793579,0
0.6073487222194671,-1.7234864234924316,0
0.6707032918930054,-2.220350503921509,0
0.5475101351737977,-2.400625467300415,0
0.545514953136444,-2.6751701831817627,0
0.6465505123138428,-3.2033915519714355,0
0.5960360646247864,-2.585782289505005,0
0.446349561214447,-2.075270652770996,0
0.6312982738018036,-1.1197785139083862,0
0.678563404083252,-2.310854911804199,0
0.6541719973087311,-1.6164952516555786,0
0.6816953837871551,-2.5157437324523926,0
0.4927151322364807,-1.3278933763504028,0
0.3943815380334854,-1.122691988945007,0
0.5413366973400116,-2.00241494178772,0
0.6314323127269745,-1.3546149730682373,0
0.5398747980594635,-2.1249747276306152,0
2.332846164703369,-2.6850616931915283,0
0.5194184184074402,-2.565896987915039,0
0.4723900705575943,-1.895426869392395,0
0.5577789723873139,-0.78706294298172,0
0.7533235013484955,-3.057083368301392,0
0.7458229780197143,-1.2900969982147217,0
0.6732625126838684,-2.962191104888916,0
0.6013912558555603,-1.5178674459457395,0
0.4398092210292816,-0.3658248782157898,0
0.9579582154750824,-2.55022931098938,0
0.6616057753562927,-2.522057294845581,0
0.6769256949424743,-2.013671875,0
0.47496680319309237,-1.0497583150863647,0
0.6223700046539307,-2.256126880645752,0
0.8481561958789825,-2.6929750442504883,0
0.5583443164825439,-2.5827677249908447,0
0.5782234013080597,-1.8161503076553345,0
0.8611891865730286,-2.266385793685913,0
0.7761674463748932,-2.3784470558166504,0
0.8010119080543519,-2.022840976715088,0
0.7851344466209411,-2.3778810501098637,0
0.5773590862751007,-2.334495306015014,0
0.700085973739624,-1.0763065814971924,0
0.6112640559673309,-2.043620586395264,0
0.5434837937355042,-2.610267877578736,0
0.8807615280151367,-2.095404863357544,0
0.5691973775625229,-3.786703586578369,0
0.7548198819160461,-2.705389499664306,0
0.7057965934276581,-0.9027723670005798,0
0.36486734747886657,-0.2901365756988525,0
0.6333828747272492,-2.282846212387085,0
0.6613192915916443,-1.2338471412658691,0
0.693397319316864,-3.120691299438477,0
0.6583504199981689,-1.6699073314666748,0
0.363034263253212,-0.9144662022590636,0
0.4697307914495468,-2.5132172107696533,0
0.6175525069236756,-2.762645721435547,0
0.5974316835403443,-1.863884210586548,0
0.8085647821426392,-2.0051872730255127,0
0.7346124887466431,-0.9572959542274476,0
0.6581490457057952,-2.38685154914856,0
0.6472184002399445,-1.3461323976516724,0
0.608053857088089,-2.687955141067505,0
0.5378322601318359,-2.2315661907196045,0
0.5883765161037445,-2.8051743507385254,0
0.6103952288627624,-2.4073150157928467,0
0.8124549806118011,-2.056381940841675,0
0.6177931070327759,-2.451179981231689,0
0.7642717301845551,-2.499265193939209,0
0.7505385279655457,-2.081624746322632,0
0.8137955486774444,-2.037041664123535,0
0.5504372596740723,-2.024388313293457,0
0.7621393501758575,-2.3719098567962646,0
0.6275083363056183,-1.037866711616516,0
0.5795564591884613,-2.90262508392334,0
1.1189159512519837,-1.9578336477279663,0
0.5884227156639099,-1.9012799263000488,0
0.7515765726566315,-0.9878289103507996,0
0.6914833545684814,-3.3848609924316406,0
0.7701221764087677,-3.0202014446258545,0
0.9324139297008515,-1.2023131847381592,0
0.578462028503418,-2.278109550476074,0
0.4696047931909561,-2.1144368648529053,0
0.5647133529186249,-1.3416955471038818,0
0.7305569648742676,-1.603322982788086,0
0.8140168845653534,-1.8899863958358765,0
0.6786790490150452,-1.9871097803115845,0
0.8481261670589447,-2.864100456237793,0
0.5549805909395218,-2.759822368621826,0
0.7179768860340119,-1.143659234046936,0
0.5265737384557724,-1.717686653137207,0
0.8125301361083984,-2.61340069770813,0
0.6543843388557434,-2.698317050933838,0
0.3791079491376877,-0.3000187575817108,0
0.9730362951755523,-2.2447805404663086,0
0.6088013291358948,-0.6368914246559143,0
0.6196877479553222,-2.9417309761047363,0
0.7484967648983002,-1.3383667469024658,0
0.5659865498542785,-1.8342268466949463,0
0.5309979856014252,-2.491025924682617,0
0.5346279561519622,-2.00158953666687,0
0.7242542803287506,-2.1976318359375,0
