tocsin_score,simllm_score,label,human,tocsin_llm,simllm_llm1,simllm_llm2
0.05558149144053459,-2.907353639602661,0,"3일 펀드평가사 에프앤가이드에 따르면 올해 상반기 국내외 주식시장과 채권시장이 모두 약세를 나타내면서 국내 주식형펀드의 연초 이후 평균 수익률은 23.74%, 인덱스 펀드의 평균 수익률은 25.05%, 국내 채권형 펀드 설정액 10억원 이상 펀드의 상반기 수익률은 평균 2.43%를 기록했다.","3일 펀드평가사 에프앤가이드에 따르면 올해 상반기 국내외 주식시장과 채권시장은 부진한 모습을 보였으나, 일부 펀드는 높은 수익률을 기록했습니다. 특히 액티브주식형의 경우 국내 주식형펀드가 평균 -11%의 손실을 기록한 반면 해외 주식형은 양호한 성과를 나타냈습니다. 또한 대체투자 상품인 부동산 및 특별자산 펀드의 성과도 좋았습니다. 이러한 결과는 시장 변동성이 큰 상황에서도 적극적인 운용 전략을 통해 수익을 창출할 수 있음을 보여줍니다.","올해 상반기에 국내외 주식 및 채권 시장이 모두 약세를 보이며, 국내 주식형 펀드는 연초 이후 평균 23.74%의 수익률을 기록했고, 인덱스 펀드는 평균 25.05%의 수익률을 보였다. 또한, 설정액이 10억 원 이상인 국내 채권형 펀드의 경우, 상반기에는 평균 2.43%의 수익률을 나타냈다.","올해 상반기에 국내외 주식 및 채권 시장은 모두 약세였으며, 국내 주식형 펀드는 연초 이후 평균 23.74%의 수익률을 기록하였고, 인덱스 펀드도 평균 25.05%의 수익률을 보였다. 게다가, 설정액 10억 원 이상의 국내 채권형 펀드는 상반기 동안 평균 2.43%의 수익률을 나타냈다."
0.11316357553005219,-2.842967748641968,0,기업들의 개발자 확보 경쟁이 치열한 가운데 국내 기업의 개발 문화를 가늠할 수 있는 조사결과에 따르면 주로 인터넷 기업·스타트업이 좋은 점수를 받았으나 대부분 개발자 전용 승진 경로는 없는 것으로 나타나 개선돼야 할 점으로 지적됐으며 윤 에반젤리스트는 “앞으로 개발자 전용 커리어 제도 외부 개발자 지원 같은 부족한 부분이 더 보완돼야 할 것”이라고 말했다.,"기업들의 개발자 확보 경쟁이 치열한 가운데 국내 기업의 개발 문화를 가늠할 수 있는 설문조사 결과가 발표됐다. 사람인에 따르면 기업들은 평균적으로 연봉을 이전보다 11% 인상했으며, 스톡옵션과 사이닝 보너스 등 다양한 인센티브를 제공하고 있다. 또한 업무 환경 개선을 위해 재택근무와 유연근무제를 도입하고 있으며, 자기 계발을 위한 교육 및 도서 지원도 확대하고 있다. 이러한 변화는 개발자들의 만족도를 높이고 인재 유출을 방지하기 위한 노력으로 보인다. 하지만 여전히 높은 강도의 업무와 불안정한 고용 상황 등은 해결해야 할 과제로 남아있다.","국내 기업의 개발 문화를 엿볼 수 있는 조사에 의하면 주로 인터넷 기업 및 스타트업에서 높은 평가를 받았지만 대부분의 경우 개발자를 위한 별도의 진급 제도가 존재하지 않는 것으로 드러나 이에 대한 개선 필요성이 제기되었으며, 윤 에반젤리스트는 앞으로 개발자만을 위한 커리어 구축이나 외부 개발자의 지원을 보강해야 한다고 주장했다.","국내 기업의 개발 문화를 엿볼 수 있는 조사에 따르면 주로 인터넷 기업 및 스타트업에서 높은 평가를 받았으나, 대부분의 경우 개발자를 위한 별도 진급 제도는 부재한 것으로 드러났다. 이로 인해 해당 제도에 대한 개선의 필요성이 대두되고 있으며, 윤 에반젤리스트는 향후 개발자 전용 커리어 구축과 외부 개발자에 대한 지원 강화를 주장하였다."
0.17363287508487701,-2.176679849624634,0,4일 윤석열 정부 초대 공정거래위원장 후보로 지명된 송옥렬 서울대 법학전문대학원 교수는 저서로 상법강의 를 출판하는 등 상법 분야의 권위자로 인정받는 법학자이며 행정고시 36회 와 외무고시 27회 에 모두 합격해 이른바 고시 3관왕 을 달성했다.,"4일 윤석열 정부 초대 공정거래위원장 후보로 지명된 송옥렬 서울대 법학전문대교수가 과거 성희롱 발언으로 논란이 일고 있습니다. 그는 지난 2014년 학생들과의 술자리에서 “여학생이 몇 명 있다”며 “남자들끼리 놀러 가자”, “이런 오피스텔 방 잡도록 해” 등의 발언을 한 것으로 알려졌습니다. 이에 대해 송 교수는 “과오를 인정하고 깊이 반성한다”며 “교수직을 계속할지는 고민해봐야 할 것 같다”고 밝혔습니다. 그러나 학계와 정치권에서는 그의 자진 사퇴를 요구하는 목소리가 높아지고 있습니다.",송옥렬 서울대 법학전문대학원 교수가 4일 윤석열 정부 초대 공정거래위원장 후보로 지명되었다. 그는 상법 강의 저서를 출판하는 등 해당 분야에서 권위를 인정받는 학자다. 또 행정고시와 외무고시에 모두 합격하여 '고시 3관왕'이라는 칭호를 얻었다.,"송옥렬 서울대 법학전문대학원 교수가 4일 윤석열 정부의 첫 공정거래위원장 후보자로 지목됐다. 그는 상법 관련 저서 출간 등으로 해당 분야에서 권위를 인정받는 학자인 동시에, 행정고시와 외무고시를 모두 합격해 ‘고시 3관왕’으로 일컬어진다."
0.12363150715827942,-3.1618518829345703,0,"5일와 여당이 6·21 부동산대책 등을 통해 발표한 임대차 시장 안정화 방안과 종합부동산세 종부세 개편안 후속 대응을 논의하는데, 입법 지원에 속도를 붙여 윤석열 정부의 부동산 정책을 적극 뒷받침하기 위한 것으로 해석되며, 4일 정치권에 따르면 국민의힘 정책위원회는 5일 물가 및 민생안정특별위원회 물가특위 6차 회의를 진행한다.",5일와 여당이 6 · 21 부동산대책 등을 통해 발표한 임대차 시장 안정화방안에 대해 더불어민주당은 실효성이 없다며 비판하고 있습니다. 민주당은 이날 오전 국회에서 열린 정책조정회의에서 정부의 대책이 전월세 대란을 막기에는 역부족이라고 지적했습니다. 특히 등록임대사업자 제도 정상화가 핵심인데 이를 위한 구체적 방안이 없고 종부세 합산과 배제 등 인센티브도 부족하다고 주장하며 주거취약계층 보호를 위한 추가 대책을 요구했습니다.,"여당은 5일 부동산 대책 발표 후 임대차 시장 안정화와 종부세 개편안의 후속 대응 논의를 위해 입법 지원을 가속화하고 있다. 이는 윤석열 정부 부동산 정책을 적극 지지하기 위함으로 보이며, 4일 정치권에 따르면 국민의 힘은 5일 '물가 및 민생안정 특별 위원회'의 제6차 회의도 진행할 예정이다.","여당은 부동산 대책 발표 이후 임대차 시장의 안정화 및 종부세 개편안의 후속 대응에 대한 논의를 가속화하기 위해 입법적 지원을 강화하고 있으며, 이는 윤석열 정부의 부동산 정책에 대한 지지를 적극 표명하려는 의도로 해석된다. 그리고 4일에 정치권에 따르면, 국민의힘은 5일에 '물가 및 민생 안정 특별위원회'의 제6차 회의를 개최할 계획이다."
0.04184015467762947,-3.218421220779419,0,SK텔레콤은 지난 1월 국내 이동통신사 최초로 본인신용정보관리업 마이데이터 예비허가를 획득하고 본허가를 신청하여 지난 3월 정기 주주총회에서 마이데이터 관련 사업을 신규 사업목적에 추가하기도 하여 통신데이터와 금융데이터를 활용한 생활밀착형 맞춤 서비스를 제공해 기존 마이데이터 사업자와 차별화에 나설 계획이다.,"SK텔레콤은 지난 1월 국내 이동통신사 최초로 본인신용정보관리업을 등록하며 마이데이터 사업에 진출했습니다. SK텔레콤은 이를 통해 통신 데이터를 기반으로 한 개인 맞춤형 금융상품 추천 및 신용점수 관리 등을 제공할 계획이며, 데이터 활용 범위를 확장해 새로운 가치를 창출할 것으로 기대됩니다. 또한 다양한 분야의 데이터 결합과 활용을 통해 고객 편의성을 높이고 사회적 문제를 해결하는 데 기여하겠다는 목표를 밝혔습니다.","SK텔레콤은 지난 1월 국내 이동통신사 중 처음으로 본인 신용 정보 관리업인 '마이 데이터'의 예비 허가를 얻고 본 허가 신청을 해, 지난 3월에는 정기 주주 총회에서 이를 새로운 사업 목적에 추가함으로써 통신 및 금융 데이터를 활용한 생활 밀착형 맞춤형 서비스를 제공하며 기존 마이 데이터 사업자들과 차별화를 꾀할 예정이다.","SK텔레콤은 지난 1월 국내 이동통신사 최초로 본인 신용 정보 관리업인 ‘마이데이터’의 예비허가를 획득한 뒤 본허가 신청을 진행했고, 지난 3월에는 정기 주주총회를 통해 이를 새로운 사업목적에 추가해 통신·금융 데이터를 활용한 생활밀착형 맞춤형 서비스 제공을 통한 기존 마이데이터 사업자와의 차별화를 추진할 계획이다."
0.1642225831747055,-2.550893545150757,0,2016년 도시정비사업에 뛰어들 수 있게 된 토지신탁업계 1·2위 한국토지신탁과 한국자산신탁은 각종 비리와 불투명한 운영 등으로 문제가 발생해 전문성 있는 신탁사가 안정적으로 운영할 수 있도록 하자는 취지로 2016년 관련법 개정으로 도시정비사업에 뛰어들 수 있게 되었지만 정작 협상력에 비해 사업성 면에선 발전이 없다는 불만마저 터져나온다.,"2016년 도시정비사업에 뛰어들 수 있게 된 토지신탁업계 1 · 2위탁관리형 토지 신탁을 통해 사업비 조달이 가능해졌습니다. 그러나 최근 정부의 부동산 규제 강화로 인해 재건축·재개발 등 도시 정비 사업이 위축되면서 업계도 타격을 입었습니다. 이에 따라 일부 업체들은 신규 수주를 중단하거나 기존 사업을 철수하고 있으며, 구조조정을 단행하는 곳도 나타나고 있습니다. 이러한 상황에서 업계의 지각변동이 예상되고 있습니다.","2016년부터 도시정비사업에 참여할 수 있게 된 업계 1·2위인 한국토지신탁과 한국자산신탁에서 각종 비리와 불투명한 운영 등의 문제가 발생했다. 이에 따라 전문성을 갖춘 신탁사가 안정적으로 사업을 이끌어가도록 하기 위해 법 개정이 이루어졌지만, 협상력에 비해 사업성이 부족하다는 불만이 제기되고 있다.","2016년부터 도시 정비 사업에 참여 가능해진 업계 1·2위 기업인 한국 토지신탁 및 한국 자산신탁에서 여러 가지 부패와 행정의 불투명함 등의 문제가 일어났다. 이러한 문제로 인해 전문적인 신탁 회사가 안정적으로 사업을 주도하도록 법을 개정하였으나, 협상의 능력에 비해 사업의 성사 가능성이 낮다는 비판이 나오고 있다."
0.09943059831857681,-1.703918218612671,0,‘전자의 대전환 더 나은 미래를 향한 항해’라는 주제의 2030년 부산세계박람회 엑스포 유치를 위해 지난 1일부터 부산 전역 디지털프라자에서 삼성전자 대표 한종희 경계현 는 ‘2030 부산엑스포’ 유치 응원 영상 등을 상영한다고 밝혔다.,"‘ 전자의 대전환 더 나은 미래를 향한 항해 ’ 라는 주제의 2030년 부산세계박람회 유치를 위한 전략적 홍보 활동이 진행되고 있습니다. 이를 위해 다양한 온라인 채널과 소셜미디어를 활용하여 부산의 매력과 박람회 유치의 필요성을 알리는 등 적극적인 활동을 펼치고 있으며, 국내외 지지 확보에도 힘쓰고 있습니다. 이러한 노력들이 결실을 맺어 부산에서 세계박람회가 성공적으로 개최될 수 있기를 기대합니다.","‘전자의 대전환, 더 나은 미래를 향한 항해’라는 주제로 열리는 2030년 부산세계박람회 엑스포의 유치를 위해 삼성전자의 대표인 한종희와 경계현은 지난 1일부터 부산 전역의 디지털플라자에서 ‘2030 부산엑스포’ 유치를 응원하는 영상을 상영할 것이라 밝혔다.","삼성전자 대표 한종희와 경계현은 '2030 부산엑스포' 유치 응원을 위해 지난 1일부터 부산 전역 디지털플라자에서 관련 영상을 상영한다고 밝혔다. 이 행사는 '전자의 대전환, 더 나은 미래를 향한 항해'라는 주제로 개최되는 2030년 부산세계박람회 엑스포 유치를 위한 것이다."
0.13426151871681213,-3.043208599090576,0,코스 7월에 이어 8월도 한국은행 금융통화위원회에서 빅스텝에 나설 수 있다는 전망이 제기되는 가운데 임재균 KB증권 채권 담당 연구원은 1일 국고채 금리 변동성 확대가 지속되는 가운데 8월 금통위 전후해 고점을 형성할 전망이라며 3년물 3.36 3.60% 10년물 3.42 3.63%가 될 것 이라고 내다봤고 금리 변동성 확대는 한국은행이 빅 스텝 50bp 을 단행할 가능성이 높다는 점에서 불가피하다.,"코스 7월에 이어 8월도 한국은행 금융통화위원회에서 빅스텝에 나설 수 있다는 전망이 나오고 있습니다. 미국 연방준비제도(Fed)의 금리 인상 속도가 둔화될 가능성이 제기되면서 한은 금통위가 베이비스텝(0.25%포인트 인상)을 밟을 것이라는 관측도 있지만, 환율과 물가 상승 압력이 여전히 높아 빅 스텝 가능성을 배제할 수 없다는 분석이 우세합니다. 특히 원달러 환율이 달러당 1300원 선을 웃돌며 외환시장 불안이 지속되고 있고, 소비자물가 상승률도 목표치인 2%를 크게 웃도는 상황에서 추가적인 통화 긴축 정책이 필요하다는 의견이 많습니다. 이에 따라 시장에서는 이번 달 기준금리가 최소 0.5% 포인트 이상 오를 것으로 예상하고 있으며, 이 경우 국내 기준금리는 연 3.00~3.25%로 뛰어오르게 됩니다. 다만 경기 침체 우려와 가계부채 부담 등을 고려해야 하기 때문에 실제 인상 폭은 예단하기 어렵습니다. 전문가들은 한은이 경기와 물가 사이에서 균형점을 찾기 위해 고민하겠지만, 현재로서는 인플레이션 억제가 더 시급하다고 판단한다면 빅 스텝 카드를 꺼낼 수도 있다라고 말합니다.","코스 7월에 이어 8월에도 한국은행 금융통화위원회가 빅 스텝을 밟을 것이라는 전망이 나오는 상황에서, 임재균 KB증권 채권 담당 연구원은 1일, 국채 금리 변동성이 계속 커지는 상황이라면서, 8월 금통위를 기점으로 고점에 도달할 것이라 예상하며, 3년물은 3.36~3.60%, 10년물은 3.42~3.63% 정도가 될 것이라고 예측했고, 이러한 금리 변동성의 확대는 한국은행의 빅 스텝 단행 가능성인 50bp 때문에 어쩔 수 없다는 것이다.","코스 7월에 이어 8월에도 한국은행 금융통화위원회가 빅 스텝을 단행하리라는 전망이 제기되는 가운데, 임재균 KB증권 채권 담당 연구원은 1일, 국채 금리 변동성이 계속해서 커지는 상황이므로 8월 금통위를 기점으로 고점에 다다를 것으로 예상된다며, 3년물의 경우 3.36~3.60%, 10년물의 경우 3.42~3.63% 정도에 이를 것이라 예측했는데, 이러한 금리 변동성 확대의 원인은 한국은행의 빅 스텝 단행 가능성이 높아진 탓이라고 한다."
0.09516014903783798,-3.149279832839966,0,IBK기업은행은 윤종원 은행장이 3박 5일간 베트남 정부기관과 금융기관과 중기금융 협력사업을 논의하고 현지진출 국내기업에 대한 금융지원 현황을 점검하고 현지진출 고객의 사업장을 방문하고 진출기업 현지법인장들을 대상으로 간담회도 가졌는데 출장 마지막 날에는 호치민에서 베트남 최대 자산운용사인 비나캐피탈그룹 과 모험자본투자 관련 노하우 공유와 공동사업 추진을 위한 업무협약 MOU 을 체결했다.,"IBK기업은행은 윤종원 은행장이 3박 5일간 베트남 정부기관과 금융기관은 IBK기업은행은 윤종원 은행장이 3박 5일간 베트남 정부기관과 금융기관을 방문해 현지 진출 중소기업을 지원하고 미래 성장 가능성이 큰 베트남과의 경제 협력을 강화하기 위한 행보를 펼쳤다고 밝혔다. 먼저 박항서 감독이 이끄는 베트남 축구 국가대표팀을 후원하고 있는 '베트남우리은행' 출점을 기념해 현지의 영업 현장을 둘러보고 직원들을 격려했다. 이후에는 베트남중앙은행과 미팅을 갖고 양국 간 지급결제시스템 구축 사업 협력 등 상호 관심 분야에 대한 의견을 교환했다. 또한 현지 진출 중소기업인 ㈜세아상역을 방문해 기업 애로사항을 청취하고, 현지에서 열린 '한국·베트남 비즈니스 컨퍼런스'에도 참석했다. 마지막으로 베트남 최대 자산운용사인 '비나캐피탈'과 만나 현지 투자 및 금융 협력 방안을 논의하며 일정을 마무리했다. 기업은행 관계자는 “윤 행장은 취임 초부터 ‘글로벌 경쟁력을 갖춘 초일류 금융그룹 도약’이라는 비전을 제시하며 해외 진출의 중요성을 강조해왔다”며 “앞으로도 동아시아 금융벨트를 연결하여 아시아 금융시장의 새로운 블루오션을 개척할 것”이라고 말했다.","IBK기업은행의 윤종원 은행장은 3박 5일 일정으로 베트남 정부 및 금융기관들과 중소기업 금융 협력 사업을 논의하고, 현지 진출한 국내 기업들의 금융 지원 상황을 점검하며 그들의 사업장을 찾았다. 그리고 진출 기업의 현지 법인장들과의 간담회를 진행하였으며, 출장의 마지막 날에는 호찌민에서 베트남 최대의 자산 운용사 '비나 캐피털 그룹'과의 모험 자본 투자 관련 노하우 공유 및 공동 사업 추진을 위한 MOU를 체결하였다.","IBK기업은행 윤종원 은행장은 3박 5일의 일정 동안 베트남 정부와 금융 기관들 사이에서 중소기업 금융 협력 사업에 대해 논의했다. 또한, 현지 진출한 국내 기업들에 대한 금융 지원 현황을 확인하고 그들의 사업장을 방문했으며, 진출 기업의 현지 법인장들과 간담회를 가졌다. 출장 마지막 날에는 호찌민에서 베트남 최대 자산운용사인 비나캐피탈그룹과 모험자본 투자에 관한 노하우 공유와 공동사업 추진을 위한 MOU를 맺었다."
0.09091831743717194,-2.0775580406188965,0,메모리 반도체 업황의 풍향계 역할을 하는 미국의 마이크론이 인플레이션 우려와 중국의 경기 둔화 러시아의 우크라이나 침공 장기화로 인한 소비자 지출 감소 등으로 수요가 예상보다 부진할 것이며 시장 전망치에 20% 이상 못 미치는 향후 실적 전망을 보여 반도체 경기 침체에 대한 우려가 커지고 있다.,"메모리 반도체 업황의 풍향계 역할을 하는 미국의 마이크론이 인플레이션 우려와 공급망 문제를 이유로 실적 전망을 낮추면서 삼성전자와 SK하이닉스 등 국내 메모리 업체들의 주가가 동반 하락했습니다. 마이크론은 지난 분기 매출액과 영업이익 모두 시장 예상치를 밑돌았으며, 이번 분기에도 보수적인 가이던스를 제시하며 투자 심리가 위축되었습니다. 이에 따라 삼성전자와 SK하이닉스의 주가는 각각 전일 대비 2.4%, 3.5% 하락 마감했으며, 이는 두 회사의 시가총액이 하루 만에 20조원 가까이 증발한 셈입니다. 전문가들은 이러한 현상이 단기적으로는 수급 불균형을 해소할 수 있지만 장기적으로는 부정적인 영향을 미칠 것으로 보고 있습니다. 또한, 미국과 중국 간 갈등이 지속되면서 반도체 산업 전반에 걸쳐 리스크 요인이 될 가능성도 제기되고 있습니다. 따라서 국내 기업들은 기술 개발과 생산 효율화를 통해 경쟁력을 강화하고 대외 변수에 유연하게 대처할 필요가 있다는 지적입니다.","메모리 반도체 업황의 풍향계인 미국 마이크론은 인플레이션 우려 및 중국 경기 둔화와 러시아의 우크라이나 침공 장기화에 따른 소비 지출 감소 등의 영향으로 수요 부진이 예상보다 심각해지며, 향후 실적이 시장 전망치의 20%에도 미치지 못할 것으로 예측되어 반도체 경기가 침체될 가능성이 높아지고 있다.","메모리 반도체 업황을 가늠할 수 있는 지표인 미국의 마이크론이 인플레이션에 대한 우려와 중국의 경기 둔화, 그리고 러시아의 우크라이나 침공 장기화로 인한 소비 지출 감소 등의 여파로 수요가 당초 예상을 크게 밑돌며 악화되고 있으며, 이에 따라 향후 실적도 시장 전망치의 20%에도 못 미칠 것이라 예측되면서 반도체 경기가 침체 국면에 접어들 확률이 커지고 있다."
