tocsin_score,simllm_score,label
-1.9934839741959531,-0.7352764423076923,0
-2.6249450870701767,-1.1900475543478262,0
-1.9356910614296194,-0.9898097826086956,0
-2.8582347178569467,-1.0656645569620251,0
-1.7953586065034075,-0.4921875,0
-1.4692233345143444,-0.7690972222222222,0
-3.0962357792856467,-0.7529296875,0
-2.4386485164276217,-1.0627741228070176,0
-2.5429951352539497,-0.7526533018867925,0
-2.1168760744055497,-0.9709375,0
-1.8732025913450683,-0.7076322115384616,0
-1.4403992401421586,-0.5490663109756098,0
-2.2569734567928568,-0.6771364795918368,0
-2.390548608482842,-0.779296875,0
-3.7857890154880045,-1.234375,0
-1.8341501953869521,-0.7508680555555556,0
-2.2519767341329877,-0.3972537878787879,0
-1.611494770176246,-0.63046875,0
-2.0990793399715817,-0.7196344339622641,0
-2.7046464820878486,-0.5067349137931034,0
-2.5744535150167653,-0.53759765625,0
-1.6531240856891984,-0.7175707547169812,0
-2.0547019274892997,-0.5876608455882353,0
-2.7538866628101553,-0.659427966101695,0
-2.146410752439319,-0.5585227272727272,0
-2.0846211444122096,-0.6815229668674698,0
-2.0363220868436627,-0.8492943548387096,0
-2.7341778510455947,-0.804645497311828,0
-1.6171188305089295,-0.9666313559322034,0
-2.7770029207653306,-0.7600806451612904,0
-0.9190913088095899,-0.2752790178571428,0
-1.971033223986643,-0.7457932692307693,0
-2.8104518632258184,-0.7159539473684211,0
-3.25856556111835,-1.4135416666666667,0
-2.202537411447153,-1.13125,0
-2.7705883693518794,-0.76,0
-1.8500671034804796,-0.3446691176470588,0
-2.905683888093191,-0.6523862092391305,0
-2.2139207024210816,-1.338443396226415,0
-2.8522348711491166,-1.2419554455445545,0
-1.2460430945040537,-0.7563883463541666,0
-0.9103433500085826,-0.6773313492063492,0
-2.9272280058558455,-0.7251953125,0
-2.4846829678884554,-0.9455445544554456,0
-2.061202922947447,-0.6657986111111112,0
-1.3291117273207709,-0.5946901236007462,0
-2.4183005509179467,-1.077724358974359,0
-1.35399514746781,-0.868137668918919,0
-2.0572346607056944,-0.7160845588235294,0
-1.0908829557147595,-0.9936079545454546,0
-2.6451249725703594,-0.7863948170731707,0
-1.116748974216513,-0.2096819196428571,0
-2.307373659222012,-0.3869791666666666,0
-1.5369984036761908,-0.58265625,0
-1.709786839929289,-0.411796875,0
-1.827053902025305,-0.8993055555555556,0
-2.1522375571471457,-0.5714518229166666,0
-3.5186985956009753,-0.569359756097561,0
-1.4556551754109706,-0.530634631849315,0
-1.9087098444392452,-0.7172234195402298,0
-1.9672129859410417,-0.655625,0
-2.4807930249204624,-0.5479403409090909,0
-1.4045583436066202,-1.0485899390243902,0
-2.180402548323635,-0.875,0
-2.08767218244219,-0.5081208881578947,0
-1.909929644929683,-0.9743055555555556,0
-2.304822764705496,-0.8000202922077922,0
-2.4504933731471317,-1.6377314814814814,0
-1.8989067301014322,-0.8707339638157895,0
-1.5682219167451725,-0.1390380859375,0
-2.1795248622014762,-0.3922667572463768,0
-2.093465819144557,-1.3670774647887325,0
-2.784426241724622,-0.8540760869565217,0
-2.6728331241941636,-0.9403164628623188,0
-2.5311492549442285,-1.085498595505618,0
-2.5718321133346533,-1.1875,0
-1.7220365489883236,-0.968998015873016,0
-2.268021963027364,-0.5478618421052631,0
-2.2252201711170594,-0.977840909090909,0
-3.043159880100111,-0.7218137254901961,0
-2.907631021030972,-1.232935855263158,0
-2.102005831150866,-1.12109375,0
-2.645357314380342,-0.7900918496621622,0
-2.0810948497659663,-0.9642454954954957,0
-1.368022677453689,-0.8055803571428571,0
-3.440952398039998,-0.9358258928571428,0
-2.394156150342283,-0.7905955595128676,0
-2.6720156706815215,-0.3627450980392157,0
-2.007211878976786,-0.4887757120253164,0
-2.8315498898497764,-0.35734375,0
-1.805146408495023,-1.122,0
-2.660343801915339,-0.9591018562030076,0
-1.0840154494566732,-0.8793398270240197,0
-3.145068623920426,-0.7167008196721312,0
-2.2811559745607726,-0.7569444444444444,0
-2.522334683420801,-0.3302734375,0
